,date,open,high,low,close,volume,fundname
0,2021-05-21,1.01,1.015,0.997,0.998,143322084,sz159888
1,2021-05-24,0.996,1.009,0.991,1.008,59667465,sz159888
2,2021-05-25,1.003,1.031,1.003,1.028,148031730,sz159888
3,2021-05-26,1.028,1.045,1.024,1.025,66960655,sz159888
4,2021-05-27,1.025,1.043,1.024,1.039,47009927,sz159888
5,2021-05-28,1.039,1.052,1.035,1.042,37916128,sz159888
6,2021-05-31,1.042,1.066,1.037,1.065,53777436,sz159888
7,2021-06-01,1.062,1.071,1.052,1.065,30146838,sz159888
8,2021-06-02,1.065,1.07,1.047,1.05,18205924,sz159888
9,2021-06-03,1.05,1.063,1.047,1.047,25298824,sz159888
10,2021-06-04,1.046,1.064,1.041,1.058,19370459,sz159888
11,2021-06-07,1.058,1.064,1.055,1.062,19820091,sz159888
12,2021-06-08,1.063,1.077,1.058,1.063,20826014,sz159888
13,2021-06-09,1.064,1.068,1.056,1.06,13574399,sz159888
14,2021-06-10,1.064,1.089,1.064,1.086,29348533,sz159888
15,2021-06-11,1.087,1.092,1.079,1.08,15603808,sz159888
16,2021-06-15,1.08,1.09,1.071,1.075,13863781,sz159888
17,2021-06-16,1.071,1.081,1.039,1.04,18057132,sz159888
18,2021-06-17,1.04,1.068,1.04,1.065,14814117,sz159888
19,2021-06-18,1.066,1.092,1.066,1.087,24517113,sz159888
20,2021-06-21,1.086,1.112,1.072,1.106,30906990,sz159888
21,2021-06-22,1.105,1.11,1.088,1.103,16057218,sz159888
22,2021-06-23,1.1,1.135,1.1,1.124,21101182,sz159888
23,2021-06-24,1.124,1.131,1.115,1.119,14394452,sz159888
24,2021-06-25,1.118,1.13,1.114,1.12,11267556,sz159888
25,2021-06-28,1.12,1.156,1.12,1.15,21160985,sz159888
26,2021-06-29,1.15,1.158,1.135,1.138,14195529,sz159888
27,2021-06-30,1.139,1.173,1.139,1.172,17588071,sz159888
28,2021-07-01,1.17,1.177,1.158,1.158,18229925,sz159888
29,2021-07-02,1.158,1.16,1.135,1.136,15361476,sz159888
