日期,基金代码,动量值
2021-04-15,sh512690,107.21830985915500
2021-04-16,sz159915,101.43396226415100
2021-04-16,sz159992,99.03846153846150
2021-04-16,sh512690,105.94732370433300
2021-04-19,sz159915,106.10542282897200
2021-04-19,sz159992,102.07407407407400
2021-04-19,sh512690,104.73225404732300
2021-04-20,sz159915,104.41451552562700
2021-04-20,sz159992,100.80058224163000
2021-04-20,sh512690,105.59933637494800
2021-04-21,sz159915,105.59099437148200
2021-04-21,sz159992,103.89133627019100
2021-04-21,sh512690,109.85678180286400
2021-04-22,sz159915,104.37821927888200
2021-04-22,sz159992,102.67534345625500
2021-04-22,sh512690,107.1076417419890
2021-04-23,sz159915,104.89840348330900
2021-04-23,sz159992,104.043321299639
2021-04-23,sh512690,103.57704402515700
2021-04-26,sz159915,104.87179487179500
2021-04-26,sz159992,104.80000000000000
2021-04-26,sh512690,102.8673835125450
2021-04-27,sz159915,106.5386036202440
2021-04-27,sz159992,108.40643274853800
2021-04-27,sh512690,109.35550935550900
2021-04-28,sz159915,108.10117302052800
2021-04-28,sz159992,108.9080459770120
2021-04-28,sh512690,109.9510603588910
2021-04-29,sz159915,109.73977695167300
2021-04-29,sz159992,110.71166544387400
2021-04-29,sh512690,112.5052279381010
2021-04-30,sz159915,113.77997716025900
2021-04-30,sz159992,115.92787377911300
2021-04-30,sh512690,111.7968094038620
2021-05-06,sz159915,109.62627406568500
2021-05-06,sz159992,109.53090096798200
2021-05-06,sh512690,106.82382133995000
2021-05-07,sz159915,104.1374214998150
2021-05-07,sz159992,105.86488492947300
2021-05-07,sh512690,103.79436964504300
2021-05-10,sz159915,104.78131949592300
2021-05-10,sz159992,108.46325167037900
2021-05-10,sh512690,102.83251231527100
2021-05-11,sz159915,105.02232142857100
2021-05-11,sz159992,110.82897684839400
2021-05-11,sh512690,103.88933440256600
2021-05-12,sz159915,102.39456754824900
2021-05-12,sz159992,110.30478955007300
2021-05-12,sh512690,104.20134760206100
2021-05-13,sz159915,101.93479039770700
2021-05-13,sz159992,110.25270758122700
2021-05-13,sh512690,103.84917517674800
2021-05-14,sz159915,104.37100213219600
2021-05-14,sz159992,110.53003533568900
2021-05-14,sh512690,103.84917517674800
2021-05-17,sz159915,105.99224532957300
2021-05-17,sz159992,112.04225352112700
2021-05-17,sh512690,52.72239263803680
2021-05-18,sz159915,103.35524040124500
2021-05-18,sz159992,108.67453157529500
2021-05-18,sh512690,53.01112389719980
2021-05-19,sz159915,105.20433112120200
2021-05-19,sz159992,108.25815405968100
2021-05-19,sh512690,51.802656546489600
2021-05-20,sz159915,105.51317614424400
2021-05-20,sz159992,105.2596089008770
2021-05-20,sh512690,54.16182733255900
2021-05-21,sz159915,102.13631739572700
2021-05-21,sz159992,100.8575197889180
2021-05-21,sh512690,53.15589353612170
2021-05-24,sz159915,102.84552845528500
2021-05-24,sz159992,100.66269052352600
2021-05-24,sh512690,53.338278931750700
2021-05-25,sz159915,104.34928069588500
2021-05-25,sz159992,101.23136746597500
2021-05-25,sh512690,55.01858736059480
2021-05-26,sz159915,106.5771349862260
2021-05-26,sz159992,106.050305914344
2021-05-26,sh512690,55.050694705219700
2021-05-27,sz159915,110.6065980844270
2021-05-27,sz159992,109.25666199158500
2021-05-27,sh512690,57.14285714285710
2021-05-28,sz159915,110.39971701450300
2021-05-28,sz159992,104.24366872005500
2021-05-28,sh512690,58.136792452830200
2021-05-31,sz159915,113.17747077577000
2021-05-31,sz159992,105.25606469002700
2021-05-31,sh512690,59.201596806387200
2021-06-01,sz159915,111.27399650959900
2021-06-01,sz159992,104.21052631578900
2021-06-01,sh512690,57.5839444230027
2021-06-02,sz159915,110.12302284710000
2021-06-02,sz159992,101.57170923379200
2021-06-02,sh512690,55.91479650057060
2021-06-03,sz159915,105.51583248212500
2021-06-03,sz159992,97.57033248081840
2021-06-03,sh512690,56.31618759455370
2021-06-04,sz159915,104.45626870635200
2021-06-04,sz159992,96.66876178504090
2021-06-04,sh512690,110.76363636363600
2021-06-07,sz159915,104.48460508701500
2021-06-07,sz159992,99.04214559386970
2021-06-07,sh512690,112.51808972503600
2021-06-08,sz159915,103.08764940239000
2021-06-08,sz159992,98.01282051282050
2021-06-08,sh512690,106.00732600732600
2021-06-09,sz159915,101.87315149523500
2021-06-09,sz159992,97.62972453555420
2021-06-09,sh512690,103.0736240171550
2021-06-10,sz159915,105.54448871181900
2021-06-10,sz159992,100.91563113145800
2021-06-10,sh512690,105.1502145922750
2021-06-11,sz159915,105.23715415019800
2021-06-11,sz159992,101.71165240289700
2021-06-11,sh512690,100.06954102920700
2021-06-15,sz159915,101.15421609490200
2021-06-15,sz159992,97.0550576184379
2021-06-15,sh512690,97.16216216216220
2021-06-16,sz159915,97.7059773828756
2021-06-16,sz159992,94.23076923076920
2021-06-16,sh512690,95.97544338335610
2021-06-17,sz159915,99.03784477228990
2021-06-17,sz159992,94.801026957638
2021-06-17,sh512690,98.1029810298103
