datetime,open,rate
2011-10-12,1.0,0
2011-10-14,1.0,0.0
2011-10-20,0.999,-0.1
2011-10-21,0.999,0.0
2011-10-24,0.999,0.0
2011-10-25,1.001,0.2002
2011-10-26,1.003,0.1998
2011-10-27,1.002,-0.0997
2011-10-28,1.009,0.6986
2011-10-31,1.011,0.1982
2011-11-01,1.01,-0.0989
2011-11-02,1.027,1.6832
2011-11-03,1.03,0.2921
2011-11-04,1.035,0.4854
2011-11-07,1.031,-0.3865
2011-11-08,1.019,-1.1639
2011-11-09,1.034,1.472
2011-11-10,1.019,-1.4507
2011-11-11,1.018,-0.0981
2011-11-14,1.041,2.2593
2011-11-15,1.048,0.6724
2011-11-16,1.022,-2.4809
2011-11-17,1.019,-0.2935
2011-11-18,0.992,-2.6497
2011-11-21,0.994,0.2016
2011-11-22,0.993,-0.1006
2011-11-23,0.985,-0.8056
2011-11-24,0.985,0.0
2011-11-25,0.977,-0.8122
2011-11-28,0.975,-0.2047
2011-11-29,0.989,1.4359
2011-11-30,0.951,-3.8423
2011-12-01,0.973,2.3134
2011-12-02,0.958,-1.5416
2011-12-05,0.933,-2.6096
2011-12-06,0.933,0.0
2011-12-07,0.934,0.1072
2011-12-08,0.935,0.1071
2011-12-09,0.927,-0.8556
2011-12-12,0.917,-1.0787
2011-12-13,0.888,-3.1625
2011-12-14,0.873,-1.6892
2011-12-15,0.851,-2.52
2011-12-16,0.877,3.0552
2011-12-19,0.877,0.0
2011-12-20,0.875,-0.2281
2011-12-21,0.855,-2.2857
2011-12-22,0.846,-1.0526
2011-12-23,0.854,0.9456
2011-12-26,0.851,-0.3513
2011-12-27,0.832,-2.2327
2011-12-28,0.834,0.2404
2011-12-29,0.834,0.0
2011-12-30,0.849,1.7986
2011-12-31,0.849,0.0
2012-01-04,0.83,-2.2379
2012-01-05,0.802,-3.3735
2012-01-06,0.808,0.7481
2012-01-09,0.84,3.9604
2012-01-10,0.871,3.6905
2012-01-11,0.87,-0.1148
2012-01-12,0.871,0.1149
2012-01-13,0.845,-2.9851
2012-01-16,0.818,-3.1953
2012-01-17,0.862,5.379
2012-01-18,0.846,-1.8561
2012-01-19,0.857,1.3002
2012-01-20,0.869,1.4001999999999999
2012-01-30,0.861,-0.9206
2012-01-31,0.864,0.3484
2012-02-01,0.856,-0.9259
2012-02-02,0.871,1.7523
2012-02-03,0.885,1.6073
2012-02-06,0.891,0.678
2012-02-07,0.878,-1.459
2012-02-08,0.9,2.5057
2012-02-09,0.907,0.7778
2012-02-10,0.912,0.5513
2012-02-13,0.919,0.7675
2012-02-14,0.921,0.2176
2012-02-15,0.933,1.3029
2012-02-16,0.931,-0.2144
2012-02-17,0.929,-0.2148
2012-02-20,0.933,0.4306
2012-02-21,0.944,1.179
2012-02-22,0.964,2.1186
2012-02-23,0.966,0.2075
2012-02-24,0.978,1.2422
2012-02-27,0.98,0.2045
2012-02-28,0.977,-0.3061
2012-02-29,0.965,-1.2282
2012-03-01,0.97,0.5181
2012-03-02,0.992,2.268
2012-03-05,0.996,0.4032
2012-03-06,0.989,-0.7028
2012-03-07,0.981,-0.8089
2012-03-08,0.996,1.5291
2012-03-09,1.013,1.7068
2012-03-12,1.017,0.3949
2012-03-13,1.023,0.59
2012-03-14,0.981,-4.1056
2012-03-15,0.971,-1.0194
2012-03-16,0.995,2.4717
2012-03-19,1.004,0.9045
2012-03-20,0.984,-1.992
2012-03-21,0.987,0.3049
2012-03-22,0.982,-0.5066
2012-03-23,0.963,-1.9348
2012-03-26,0.962,-0.1038
2012-03-27,0.96,-0.2079
2012-03-28,0.919,-4.2708
2012-03-29,0.907,-1.3058
2012-03-30,0.906,-0.1103
2012-03-31,0.906,0.0
2012-04-05,0.937,3.4216
2012-04-06,0.944,0.7471
2012-04-09,0.934,-1.0593
2012-04-10,0.946,1.2848
2012-04-11,0.948,0.2114
2012-04-12,0.967,2.0042
2012-04-13,0.976,0.9307
2012-04-16,0.98,0.4098
2012-04-17,0.965,-1.5306
2012-04-18,0.984,1.9689
2012-04-19,0.981,-0.3049
2012-04-20,0.988,0.7136
2012-04-23,0.975,-1.3158
2012-04-24,0.97,-0.5128
2012-04-25,0.983,1.3402
2012-04-26,0.979,-0.4069
2012-04-27,0.972,-0.715
2012-05-02,0.99,1.8519
2012-05-03,0.994,0.404
2012-05-04,1.003,0.9054
2012-05-07,1.009,0.5982
2012-05-08,1.007,-0.1982
2012-05-09,0.987,-1.9861
2012-05-10,0.992,0.5066
2012-05-11,0.986,-0.6048
2012-05-14,0.981,-0.5071
2012-05-15,0.983,0.2039
2012-05-16,0.971,-1.2208
2012-05-17,0.987,1.6478
2012-05-18,0.971,-1.6211
2012-05-21,0.971,0.0
2012-05-22,0.987,1.6478
2012-05-23,0.986,-0.1013
2012-05-24,0.98,-0.6085
2012-05-25,0.966,-1.4286
2012-05-28,0.978,1.2422
2012-05-29,0.993,1.5337
2012-05-30,0.993,0.0
2012-05-31,0.994,0.1007
2012-06-01,0.993,-0.1006
2012-06-04,0.962,-3.1219
2012-06-05,0.959,-0.3119
2012-06-06,0.955,-0.4171
2012-06-07,0.949,-0.6283
2012-06-08,0.946,-0.3161
2012-06-11,0.963,1.797
2012-06-12,0.957,-0.6231
2012-06-13,0.976,1.9854
2012-06-14,0.972,-0.4098
2012-06-15,0.97,-0.2058
2012-06-18,0.979,0.9278
2012-06-19,0.971,-0.8172
2012-06-20,0.968,-0.309
2012-06-21,0.955,-1.343
2012-06-25,0.933,-2.3037
2012-06-26,0.931,-0.2144
2012-06-27,0.929,-0.2148
2012-06-28,0.919,-1.0764
2012-06-29,0.931,1.3058
2012-06-30,0.931,0.0
2012-07-02,0.94,0.9667
2012-07-03,0.945,0.5319
2012-07-04,0.942,-0.3175
2012-07-05,0.923,-2.017
2012-07-06,0.943,2.1668
2012-07-09,0.921,-2.333
2012-07-10,0.915,-0.6515
2012-07-11,0.923,0.8743
2012-07-12,0.936,1.4085
2012-07-13,0.93,-0.641
2012-07-16,0.901,-3.1183
2012-07-17,0.908,0.7769
2012-07-18,0.914,0.6608
2012-07-19,0.924,1.0941
2012-07-20,0.917,-0.7576
2012-07-23,0.908,-0.9815
2012-07-24,0.914,0.6608
2012-07-25,0.905,-0.9847
2012-07-26,0.898,-0.7735
2012-07-27,0.894,-0.4454
2012-07-30,0.876,-2.0134
2012-07-31,0.863,-1.484
2012-08-01,0.877,1.6222
2012-08-02,0.872,-0.5701
2012-08-03,0.889,1.9495
2012-08-06,0.907,2.0247
2012-08-07,0.915,0.882
2012-08-08,0.912,-0.3279
2012-08-09,0.924,1.3158
2012-08-10,0.922,-0.2165
2012-08-13,0.903,-2.0607
2012-08-14,0.911,0.8859
2012-08-15,0.901,-1.0977
2012-08-16,0.894,-0.7769
2012-08-17,0.896,0.2237
2012-08-20,0.897,0.1116
2012-08-21,0.911,1.5608
2012-08-22,0.902,-0.9879
2012-08-23,0.908,0.6652
2012-08-24,0.892,-1.7621
2012-08-27,0.874,-2.0179
2012-08-28,0.88,0.6865
2012-08-29,0.875,-0.5682
2012-08-30,0.862,-1.4857
2012-08-31,0.865,0.348
2012-09-03,0.881,1.8497
2012-09-04,0.871,-1.1351
2012-09-05,0.877,0.6889
2012-09-06,0.888,1.2543
2012-09-07,0.917,3.2658
2012-09-10,0.923,0.6543
2012-09-11,0.922,-0.1083
2012-09-12,0.929,0.7592
2012-09-13,0.919,-1.0764
2012-09-14,0.92,0.1088
2012-09-17,0.896,-2.6087
2012-09-18,0.893,-0.3348
2012-09-19,0.901,0.8959
2012-09-20,0.876,-2.7747
2012-09-21,0.87,-0.6849
2012-09-24,0.876,0.6897
2012-09-25,0.869,-0.7991
2012-09-26,0.85,-2.1864
2012-09-27,0.868,2.1176
2012-09-28,0.884,1.8433
2012-09-30,0.884,0.0
2012-10-08,0.881,-0.3394
2012-10-09,0.904,2.6107
2012-10-10,0.911,0.7743
2012-10-11,0.897,-1.5368
2012-10-12,0.896,-0.1115
2012-10-15,0.893,-0.3348
2012-10-16,0.896,0.3359
2012-10-17,0.898,0.2232
2012-10-18,0.914,1.7817
2012-10-19,0.912,-0.2188
2012-10-22,0.916,0.4386
2012-10-23,0.904,-1.31
2012-10-24,0.902,-0.2212
2012-10-25,0.895,-0.7761
2012-10-26,0.878,-1.8994
2012-10-29,0.877,-0.1139
2012-10-30,0.88,0.3421
2012-10-31,0.883,0.3409
2012-11-01,0.9,1.9253
2012-11-02,0.905,0.5556
2012-11-05,0.901,-0.442
2012-11-06,0.892,-0.9989
2012-11-07,0.891,-0.1121
2012-11-08,0.872,-2.1324
2012-11-09,0.869,-0.344
2012-11-12,0.873,0.4603
2012-11-13,0.856,-1.9473
2012-11-14,0.858,0.2336
2012-11-15,0.843,-1.7483
2012-11-16,0.839,-0.4745
2012-11-19,0.84,0.1192
2012-11-20,0.836,-0.4762
2012-11-21,0.845,1.0766
2012-11-22,0.834,-1.3018
2012-11-23,0.837,0.3597
2012-11-26,0.827,-1.1947
2012-11-27,0.799,-3.3857
2012-11-28,0.784,-1.8773
2012-11-29,0.777,-0.8929
2012-11-30,0.789,1.5444
2012-12-03,0.772,-2.1546
2012-12-04,0.783,1.4249
2012-12-05,0.809,3.3206
2012-12-06,0.809,0.0
2012-12-07,0.825,1.9778
2012-12-10,0.838,1.5758
2012-12-11,0.833,-0.5967
2012-12-12,0.833,0.0
2012-12-13,0.822,-1.3205
2012-12-14,0.853,3.7713
2012-12-17,0.861,0.9379
2012-12-18,0.859,-0.2323
2012-12-19,0.862,0.3492
2012-12-20,0.865,0.348
2012-12-21,0.864,-0.1156
2012-12-24,0.869,0.5787
2012-12-25,0.888,2.1864
2012-12-26,0.9,1.3514
2012-12-27,0.895,-0.5556
2012-12-28,0.906,1.2291
2012-12-31,0.915,0.9934
2013-01-04,0.912,-0.3279
2013-01-07,0.921,0.9868
2013-01-08,0.932,1.1944
2013-01-09,0.936,0.4292
2013-01-10,0.942,0.641
2013-01-11,0.92,-2.3355
2013-01-14,0.95,3.2609
2013-01-15,0.966,1.6842
2013-01-16,0.967,0.1035
2013-01-17,0.956,-1.1375
2013-01-18,0.969,1.3598
2013-01-21,0.976,0.7224
2013-01-22,0.96,-1.6393
2013-01-23,0.962,0.2083
2013-01-24,0.942,-2.079
2013-01-25,0.942,0.0
2013-01-28,0.965,2.4416
2013-01-29,0.973,0.829
2013-01-30,0.977,0.4111
2013-01-31,0.972,-0.5118
2013-02-01,0.978,0.6173
2013-02-04,0.973,-0.5112
2013-02-05,0.984,1.1305
2013-02-06,0.991,0.7114
2013-02-07,0.995,0.4036
2013-02-08,1.008,1.3065
2013-02-18,1.013,0.496
2013-02-19,0.992,-2.0731
2013-02-20,1.013,2.1169
2013-02-21,0.992,-2.0731
2013-02-22,0.989,-0.3024
2013-02-25,0.997,0.8089
2013-02-26,0.983,-1.4042
2013-02-27,0.984,0.1017
2013-02-28,1.001,1.7276
2013-03-01,1.011,0.999
2013-03-04,0.974,-3.6597
2013-03-05,0.994,2.0534
2013-03-06,1.013,1.9115
2013-03-07,1.002,-1.0859
2013-03-08,0.993,-0.8982
2013-03-11,0.994,0.1007
2013-03-12,0.967,-2.7163
2013-03-13,0.958,-0.9307
2013-03-14,0.962,0.4175
2013-03-15,0.965,0.3119
2013-03-18,0.952,-1.3472
2013-03-19,0.956,0.4202
2013-03-20,0.98,2.5105
2013-03-21,0.988,0.8163
2013-03-22,0.991,0.3036
2013-03-25,0.988,-0.3027
2013-03-26,0.982,-0.6073
2013-03-27,0.984,0.2037
2013-03-28,0.958,-2.6423
2013-03-29,0.959,0.1044
2013-04-01,0.965,0.6257
2013-04-02,0.951,-1.4508
2013-04-03,0.944,-0.7361
2013-04-08,0.95,0.6356
2013-04-09,0.957,0.7368
2013-04-10,0.956,-0.1045
2013-04-11,0.953,-0.3138
2013-04-12,0.946,-0.7345
2013-04-15,0.933,-1.3742
2013-04-16,0.943,1.0718
2013-04-17,0.953,1.0604
2013-04-18,0.955,0.2099
2013-04-19,0.974,1.9895
2013-04-22,0.981,0.7187
2013-04-23,0.955,-2.6504
2013-04-24,0.974,1.9895
2013-04-25,0.961,-1.3347
2013-04-26,0.948,-1.3528
2013-05-02,0.955,0.7384
2013-05-03,0.971,1.6754
2013-05-06,0.989,1.8538
2013-05-07,0.989,0.0
2013-05-08,0.997,0.8089
2013-05-09,0.994,-0.3009
2013-05-10,1.0,0.6036
2013-05-13,1.006,0.6
2013-05-14,0.995,-1.0934
2013-05-15,1.007,1.206
2013-05-16,1.019,1.1917
2013-05-17,1.034,1.472
2013-05-20,1.044,0.9671
2013-05-21,1.053,0.8621
2013-05-22,1.042,-1.0446
2013-05-23,1.035,-0.6718
2013-05-24,1.046,1.0628
2013-05-27,1.054,0.7648
2013-05-28,1.059,0.4744
2013-05-29,1.066,0.661
2013-05-30,1.069,0.2814
2013-05-31,1.061,-0.7484
2013-06-03,1.059,-0.1885
2013-06-04,1.035,-2.2663
2013-06-05,1.036,0.0966
2013-06-06,1.02,-1.5444
2013-06-07,1.001,-1.8627
2013-06-13,0.972,-2.8971
2013-06-14,0.989,1.749
2013-06-17,0.993,0.4044
2013-06-18,0.997,0.4028
2013-06-19,0.99,-0.7021
