datetime,open,rate
2013-06-20,0.959,-3.1313
2013-06-21,0.955,-0.4171
2013-06-24,0.898,-5.9686
2013-06-25,0.893,-0.5568
2013-06-26,0.912,2.1277
2013-06-27,0.9,-1.3158
2013-06-28,0.906,0.6667
2013-06-30,0.906,0.0
2013-07-01,0.923,1.8764
2013-07-02,0.935,1.3001
2013-07-03,0.937,0.2139
2013-07-04,0.947,1.0672
2013-07-05,0.941,-0.6336
2013-07-08,0.907,-3.6132
2013-07-09,0.911,0.441
2013-07-10,0.937,2.854
2013-07-11,0.963,2.7748
2013-07-12,0.955,-0.8307
2013-07-15,0.973,1.8848
2013-07-16,0.983,1.0277
2013-07-17,0.97,-1.3225
2013-07-18,0.968,-0.2062
2013-07-19,0.943,-2.5826
2013-07-22,0.958,1.5907
2013-07-23,0.98,2.2965
2013-07-24,0.984,0.4082
2013-07-25,0.969,-1.5244
2013-07-26,0.967,-0.2064
2013-07-29,0.947,-2.0683
2013-07-30,0.946,-0.1056
2013-07-31,0.948,0.2114
2013-08-01,0.972,2.5316
2013-08-02,0.977,0.5144
2013-08-05,0.994,1.74
2013-08-06,1.006,1.2072
2013-08-07,0.998,-0.7952
2013-08-08,1.002,0.4008
2013-08-09,1.006,0.3992
2013-08-12,1.022,1.5905
2013-08-13,1.027,0.4892
2013-08-14,1.023,-0.3895
2013-08-15,1.009,-1.3685
2013-08-16,0.992,-1.6848
2013-08-19,1.007,1.5121
2013-08-20,1.005,-0.1986
2013-08-21,1.01,0.4975
2013-08-22,1.016,0.5941
2013-08-23,1.012,-0.3937
2013-08-26,1.032,1.9763
2013-08-27,1.038,0.5814
2013-08-28,1.033,-0.4817
2013-08-29,1.031,-0.1936
2013-08-30,1.018,-1.2609
2013-09-02,1.026,0.7859
2013-09-03,1.041,1.462
2013-09-04,1.043,0.1921
2013-09-05,1.042,-0.0959
2013-09-06,1.046,0.3839
2013-09-09,1.055,0.8604
2013-09-10,1.063,0.7583
2013-09-11,1.056,-0.6585
2013-09-12,1.058,0.1894
2013-09-13,1.062,0.3781
2013-09-16,1.064,0.1883
2013-09-17,1.045,-1.7857
2013-09-18,1.052,0.6699
2013-09-23,1.073,1.9962
2013-09-24,1.069,-0.3728
2013-09-25,1.066,-0.2806
2013-09-26,1.046,-1.8762
2013-09-27,1.049,0.2868
2013-09-30,1.062,1.2393
2013-10-08,1.078,1.5066
2013-10-09,1.089,1.0204
2013-10-10,1.083,-0.551
2013-10-11,1.102,1.7544
2013-10-14,1.113,0.9982
2013-10-15,1.115,0.1797
2013-10-16,1.085,-2.6906
2013-10-17,1.083,-0.1843
2013-10-18,1.088,0.4617
2013-10-21,1.112,2.2059
2013-10-22,1.101,-0.9892
2013-10-23,1.075,-2.3615
2013-10-24,1.071,-0.3721
2013-10-25,1.052,-1.774
2013-10-28,1.052,0.0
2013-10-29,1.031,-1.9962
2013-10-30,1.049,1.7459
2013-10-31,1.036,-1.2393
2013-11-01,1.032,-0.3861
2013-11-04,1.038,0.5814
2013-11-05,1.048,0.9634
2013-11-06,1.036,-1.145
2013-11-07,1.021,-1.4479
2013-11-08,1.004,-1.665
2013-11-11,1.009,0.498
2013-11-12,1.018,0.892
2013-11-13,0.999,-1.8664
2013-11-14,1.014,1.5015
2013-11-15,1.033,1.8738
2013-11-18,1.056,2.2265
2013-11-19,1.06,0.3788
2013-11-20,1.069,0.8491
2013-11-21,1.063,-0.5613
2013-11-22,1.057,-0.5644
2013-11-25,1.057,0.0
2013-11-26,1.057,0.0
2013-11-27,1.07,1.2299
2013-11-28,1.082,1.1215
2013-11-29,1.089,0.647
2013-12-02,1.047,-3.8567
2013-12-03,1.074,2.5788
2013-12-04,1.091,1.5829
2013-12-05,1.09,-0.0917
2013-12-06,1.087,-0.2752
2013-12-09,1.097,0.92
2013-12-10,1.1,0.2735
2013-12-11,1.087,-1.1818
2013-12-12,1.091,0.368
2013-12-13,1.092,0.0917
2013-12-16,1.074,-1.6484
2013-12-17,1.068,-0.5587
2013-12-18,1.068,0.0
2013-12-19,1.06,-0.7491
2013-12-20,1.045,-1.4151
2013-12-23,1.046,0.0957
2013-12-24,1.051,0.478
2013-12-25,1.064,1.2369
2013-12-26,1.044,-1.8797
2013-12-27,1.061,1.6284
2013-12-30,1.063,0.1885
2013-12-31,1.067,0.3763
2014-01-02,1.071,0.3749
2014-01-03,1.063,-0.747
2014-01-06,1.033,-2.8222
2014-01-07,1.038,0.484
2014-01-08,1.04,0.1927
2014-01-09,1.03,-0.9615
2014-01-10,1.015,-1.4563
2014-01-13,1.009,-0.5911
2014-01-14,1.028,1.8831
2014-01-15,1.034,0.5837
2014-01-16,1.035,0.0967
2014-01-17,1.025,-0.9662
2014-01-20,1.018,-0.6829
2014-01-21,1.033,1.4735
2014-01-22,1.056,2.2265
2014-01-23,1.063,0.6629
2014-01-24,1.077,1.317
2014-01-27,1.075,-0.1857
2014-01-28,1.075,0.0
2014-01-29,1.085,0.9302
2014-01-30,1.08,-0.4608
2014-02-07,1.098,1.6667
2014-02-10,1.127,2.6412
2014-02-11,1.125,-0.1775
2014-02-12,1.135,0.8889
2014-02-13,1.118,-1.4978
2014-02-14,1.139,1.8784
2014-02-17,1.161,1.9315
2014-02-18,1.156,-0.4307
2014-02-19,1.16,0.346
2014-02-20,1.146,-1.2069
2014-02-21,1.136,-0.8726
2014-02-24,1.127,-0.7923
2014-02-25,1.09,-3.2831
2014-02-26,1.091,0.0917
2014-02-27,1.076,-1.3749
2014-02-28,1.086,0.9294
2014-03-03,1.106,1.8416
2014-03-04,1.107,0.0904
2014-03-05,1.101,-0.542
2014-03-06,1.105,0.3633
2014-03-07,1.099,-0.543
2014-03-10,1.062,-3.3667
2014-03-11,1.063,0.0942
2014-03-12,1.066,0.2822
2014-03-13,1.078,1.1257
2014-03-14,1.077,-0.0928
2014-03-17,1.099,2.0427
2014-03-18,1.102,0.273
2014-03-19,1.1,-0.1815
2014-03-20,1.074,-2.3636
2014-03-21,1.098,2.2346
2014-03-24,1.106,0.7286
2014-03-25,1.108,0.1808
2014-03-26,1.111,0.2708
2014-03-27,1.098,-1.1701
2014-03-28,1.078,-1.8215
2014-03-31,1.075,-0.2783
2014-04-01,1.092,1.5814
2014-04-02,1.094,0.1832
2014-04-03,1.091,-0.2742
2014-04-04,1.104,1.1916
2014-04-08,1.118,1.2681
2014-04-09,1.128,0.8945
2014-04-10,1.132,0.3546
2014-04-11,1.127,-0.4417
2014-04-14,1.135,0.7098
2014-04-15,1.125,-0.8811
2014-04-16,1.122,-0.2667
2014-04-17,1.121,-0.0891
2014-04-18,1.125,0.3568
2014-04-21,1.11,-1.3333
2014-04-22,1.106,-0.3604
2014-04-23,1.102,-0.3617
2014-04-24,1.091,-0.9982
2014-04-25,1.068,-2.1082
2014-04-28,1.038,-2.809
2014-04-29,1.053,1.4451
2014-04-30,1.059,0.5698
2014-05-05,1.069,0.9443
2014-05-06,1.072,0.2806
2014-05-07,1.053,-1.7724
2014-05-08,1.052,-0.095
2014-05-09,1.042,-0.9506
2014-05-12,1.068,2.4952
2014-05-13,1.066,-0.1873
2014-05-14,1.068,0.1876
2014-05-15,1.048,-1.8727
2014-05-16,1.044,-0.3817
2014-05-19,1.038,-0.5747
2014-05-20,1.041,0.289
2014-05-21,1.051,0.9606
2014-05-22,1.05,-0.0951
2014-05-23,1.06,0.9524
2014-05-26,1.069,0.8491
2014-05-27,1.07,0.0935
2014-05-28,1.082,1.1215
2014-05-29,1.07,-1.1091
2014-05-30,1.072,0.1869
2014-06-03,1.072,0.0
2014-06-04,1.062,-0.9328
2014-06-05,1.073,1.0358
2014-06-06,1.069,-0.3728
2014-06-09,1.062,-0.6548
2014-06-10,1.074,1.1299
2014-06-11,1.08,0.5587
2014-06-12,1.08,0.0
2014-06-13,1.091,1.0185
2014-06-16,1.097,0.55
2014-06-17,1.087,-0.9116
2014-06-18,1.082,-0.46
2014-06-19,1.057,-2.3105
2014-06-20,1.066,0.8515
2014-06-23,1.075,0.8443
2014-06-24,1.083,0.7442
2014-06-25,1.077,-0.554
2014-06-26,1.09,1.2071
2014-06-27,1.095,0.4587
2014-06-30,1.106,1.0046
2014-07-01,1.111,0.4521
2014-07-02,1.12,0.8101
2014-07-03,1.132,1.0714
2014-07-04,1.13,-0.1767
2014-07-07,1.134,0.354
2014-07-08,1.14,0.5291
2014-07-09,1.124,-1.4035
2014-07-10,1.126,0.1779
2014-07-11,1.137,0.9769
2014-07-14,1.154,1.4952
2014-07-15,1.153,-0.0867
2014-07-16,1.146,-0.6071
2014-07-17,1.139,-0.6108
2014-07-18,1.143,0.3512
2014-07-21,1.138,-0.4374
2014-07-22,1.151,1.1424
2014-07-23,1.143,-0.695
2014-07-24,1.147,0.35
2014-07-25,1.156,0.7847
2014-07-28,1.177,1.8166
2014-07-29,1.187,0.8496
2014-07-30,1.188,0.0842
2014-07-31,1.198,0.8418
2014-08-01,1.184,-1.1686
2014-08-04,1.205,1.7736
2014-08-05,1.212,0.5809
2014-08-06,1.222,0.8251
2014-08-07,1.212,-0.8183
2014-08-08,1.217,0.4125
2014-08-11,1.235,1.479
2014-08-12,1.238,0.2429
2014-08-13,1.238,0.0
2014-08-14,1.232,-0.4847
2014-08-15,1.245,1.0552
2014-08-18,1.263,1.4458
2014-08-19,1.264,0.0792
2014-08-20,1.266,0.1582
2014-08-21,1.263,-0.237
2014-08-22,1.269,0.4751
2014-08-25,1.263,-0.4728
2014-08-26,1.244,-1.5044
2014-08-27,1.246,0.1608
2014-08-28,1.234,-0.9631
2014-08-29,1.248,1.1345
2014-09-01,1.265,1.3622
2014-09-02,1.281,1.2648
2014-09-03,1.292,0.8587
2014-09-04,1.3,0.6192
2014-09-05,1.305,0.3846
2014-09-09,1.312,0.5364
2014-09-10,1.314,0.1524
2014-09-11,1.313,-0.0761
2014-09-12,1.325,0.9139
2014-09-15,1.337,0.9057
2014-09-16,1.298,-2.917
2014-09-17,1.307,0.6934
2014-09-18,1.314,0.5356
2014-09-19,1.324,0.761
2014-09-22,1.308,-1.2085
2014-09-23,1.323,1.1468
2014-09-24,1.337,1.0582
2014-09-25,1.336,-0.0748
2014-09-26,1.34,0.2994
2014-09-29,1.351,0.8209
2014-09-30,1.361,0.7402
2014-10-08,1.38,1.396
2014-10-09,1.381,0.0725
2014-10-10,1.375,-0.4345
2014-10-13,1.374,-0.0727
2014-10-14,1.371,-0.2183
2014-10-15,1.377,0.4376
2014-10-16,1.354,-1.6703
2014-10-17,1.345,-0.6647
2014-10-20,1.363,1.3383
2014-10-21,1.351,-0.8804
2014-10-22,1.335,-1.1843
2014-10-23,1.315,-1.4981
2014-10-24,1.321,0.4563
2014-10-27,1.33,0.6813
2014-10-28,1.361,2.3308
2014-10-29,1.378,1.2491
2014-10-30,1.381,0.2177
2014-10-31,1.381,0.0
2014-11-03,1.394,0.9413
2014-11-04,1.387,-0.5022
2014-11-05,1.383,-0.2884
2014-11-06,1.393,0.7231
2014-11-07,1.381,-0.8615
2014-11-10,1.399,1.3034
2014-11-11,1.365,-2.4303
2014-11-12,1.383,1.3187
2014-11-13,1.368,-1.0846
2014-11-14,1.364,-0.2924
2014-11-17,1.377,0.9531
2014-11-18,1.378,0.0726
2014-11-19,1.381,0.2177
2014-11-20,1.375,-0.4345
2014-11-21,1.389,1.0182
2014-11-24,1.411,1.5839
2014-11-25,1.428,1.2048
2014-11-26,1.433,0.3501
2014-11-27,1.442,0.6281
2014-11-28,1.445,0.208
2014-12-01,1.437,-0.5536
2014-12-02,1.452,1.0438
2014-12-03,1.467,1.0331
2014-12-04,1.495,1.9087
2014-12-05,1.457,-2.5418
2014-12-08,1.473,1.0981
2014-12-09,1.425,-3.2587
2014-12-10,1.475,3.5088
2014-12-11,1.491,1.0847
2014-12-12,1.501,0.6707
2014-12-15,1.523,1.4657
2014-12-16,1.524,0.0657
2014-12-17,1.511,-0.853
2014-12-18,1.513,0.1324
2014-12-19,1.506,-0.4627
2014-12-22,1.456,-3.3201
2014-12-23,1.436,-1.3736
2014-12-24,1.455,1.3231
2014-12-25,1.482,1.8557
2014-12-26,1.493,0.7422
2014-12-29,1.485,-0.5358
2014-12-30,1.467,-1.2121
2014-12-31,1.48,0.8862
2015-01-05,1.508,1.8919
2015-01-06,1.528,1.3263
2015-01-07,1.53,0.1309
2015-01-08,1.523,-0.4575
2015-01-09,1.52,-0.197
2015-01-12,1.507,-0.8553
2015-01-13,1.527,1.3271
2015-01-14,1.525,-0.131
2015-01-15,1.542,1.1148
2015-01-16,1.56,1.1673
2015-01-19,1.502,-3.7179
2015-01-20,1.557,3.6618
2015-01-21,1.594,2.3764
2015-01-22,1.615,1.3174
2015-01-23,1.597,-1.1146
2015-01-26,1.629,2.0038
2015-01-27,1.634,0.3069
2015-01-28,1.621,-0.7956
2015-01-29,1.608,-0.802
2015-01-30,1.592,-0.995
2015-02-02,1.588,-0.2513
2015-02-03,1.612,1.5113
2015-02-04,1.606,-0.3722
2015-02-05,1.597,-0.5604
2015-02-06,1.566,-1.9411
2015-02-09,1.559,-0.447
2015-02-10,1.579,1.2829
2015-02-11,1.592,0.8233
2015-02-12,1.605,0.8166
2015-02-13,1.63,1.5576
2015-02-16,1.656,1.5951
2015-02-17,1.667,0.6643
2015-02-25,1.664,-0.18
2015-02-26,1.682,1.0817
2015-02-27,1.697,0.8918
2015-03-02,1.731,2.0035
2015-03-03,1.722,-0.5199
2015-03-04,1.744,1.2776
2015-03-05,1.744,0.0
2015-03-06,1.727,-0.9748
2015-03-09,1.747,1.1581
2015-03-10,1.764,0.9731
2015-03-11,1.76,-0.2268
2015-03-12,1.76,0.0
2015-03-13,1.781,1.1932
2015-03-16,1.831,2.8074
2015-03-17,1.857,1.42
2015-03-18,1.888,1.6694
2015-03-19,1.899,0.5826
2015-03-20,1.922,1.2112
2015-03-23,1.968,2.3933
2015-03-24,1.973,0.2541
2015-03-25,1.995,1.1151
2015-03-26,1.984,-0.5514
2015-03-27,2.009,1.2601
2015-03-30,2.037,1.3937
2015-03-31,2.039,0.0982
2015-04-01,2.089,2.4522
2015-04-02,2.126,1.7712
2015-04-03,2.157,1.4581
2015-04-07,2.203,2.1326
2015-04-08,2.19,-0.5901
2015-04-09,2.169,-0.9589
2015-04-10,2.221,2.3974
2015-04-13,2.261,1.801
2015-04-14,2.259,-0.0885
2015-04-15,2.182,-3.4086
2015-04-16,2.213,1.4207
2015-04-17,2.237,1.0845
2015-04-20,2.194,-1.9222
2015-04-21,2.27,3.464
2015-04-22,2.327,2.511
2015-04-23,2.346,0.8165
