datetime,open
2013-06-26,0.912
2013-06-27,0.9
2013-06-28,0.906
2013-06-30,0.906
2013-07-01,0.923
2013-07-02,0.935
2013-07-03,0.937
2013-07-04,0.947
2013-07-05,0.941
2013-07-08,0.907
2013-07-09,0.911
2013-07-10,0.937
2013-07-11,0.963
2013-07-12,0.955
2013-07-15,0.973
2013-07-16,0.983
2013-07-17,0.97
2013-07-18,0.968
2013-07-19,0.943
2013-07-22,0.958
2013-07-23,0.98
2013-07-24,0.984
2013-07-25,0.969
2013-07-26,0.967
2013-07-29,0.947
2013-07-30,0.946
2013-07-31,0.948
2013-08-01,0.972
2013-08-02,0.977
2013-08-05,0.994
2013-08-06,1.006
2013-08-07,0.998
2013-08-08,1.002
2013-08-09,1.006
2013-08-12,1.022
2013-08-13,1.027
2013-08-14,1.023
2013-08-15,1.009
2013-08-16,0.992
2013-08-19,1.007
2013-08-20,1.005
2013-08-21,1.01
2013-08-22,1.016
2013-08-23,1.012
2013-08-26,1.032
2013-08-27,1.038
2013-08-28,1.033
2013-08-29,1.031
2013-08-30,1.018
2013-09-02,1.026
2013-09-03,1.041
2013-09-04,1.043
2013-09-05,1.042
2013-09-06,1.046
2013-09-09,1.055
2013-09-10,1.063
2013-09-11,1.056
2013-09-12,1.058
2013-09-13,1.062
2013-09-16,1.064
2013-09-17,1.045
2013-09-18,1.052
2013-09-23,1.073
2013-09-24,1.069
2013-09-25,1.066
2013-09-26,1.046
2013-09-27,1.049
2013-09-30,1.062
2013-10-08,1.078
2013-10-09,1.089
2013-10-10,1.083
2013-10-11,1.102
2013-10-14,1.113
2013-10-15,1.115
2013-10-16,1.085
2013-10-17,1.083
2013-10-18,1.088
2013-10-21,1.112
2013-10-22,1.101
2013-10-23,1.075
2013-10-24,1.071
2013-10-25,1.052
2013-10-28,1.052
2013-10-29,1.031
2013-10-30,1.049
2013-10-31,1.036
2013-11-01,1.032
2013-11-04,1.038
2013-11-05,1.048
2013-11-06,1.036
2013-11-07,1.021
2013-11-08,1.004
2013-11-11,1.009
2013-11-12,1.018
2013-11-13,0.999
2013-11-14,1.014
2013-11-15,1.033
2013-11-18,1.056
2013-11-19,1.06
2013-11-20,1.069
2013-11-21,1.063
2013-11-22,1.057
2013-11-25,1.057
2013-11-26,1.057
2013-11-27,1.07
2013-11-28,1.082
2013-11-29,1.089
2013-12-02,1.047
2013-12-03,1.074
2013-12-04,1.091
2013-12-05,1.09
2013-12-06,1.087
2013-12-09,1.097
2013-12-10,1.1
2013-12-11,1.087
2013-12-12,1.091
2013-12-13,1.092
2013-12-16,1.074
2013-12-17,1.068
2013-12-18,1.068
2013-12-19,1.06
2013-12-20,1.045
2013-12-23,1.046
2013-12-24,1.051
2013-12-25,1.064
2013-12-26,1.044
2013-12-27,1.061
2013-12-30,1.063
2013-12-31,1.067
2014-01-02,1.071
2014-01-03,1.063
2014-01-06,1.033
2014-01-07,1.038
2014-01-08,1.04
2014-01-09,1.03
2014-01-10,1.015
2014-01-13,1.009
2014-01-14,1.028
2014-01-15,1.034
2014-01-16,1.035
2014-01-17,1.025
2014-01-20,1.018
2014-01-21,1.033
2014-01-22,1.056
2014-01-23,1.063
2014-01-24,1.077
2014-01-27,1.075
2014-01-28,1.075
2014-01-29,1.085
2014-01-30,1.08
2014-02-07,1.098
2014-02-10,1.127
2014-02-11,1.125
2014-02-12,1.135
2014-02-13,1.118
2014-02-14,1.139
2014-02-17,1.161
2014-02-18,1.156
2014-02-19,1.16
2014-02-20,1.146
2014-02-21,1.136
2014-02-24,1.127
2014-02-25,1.09
2014-02-26,1.091
2014-02-27,1.076
2014-02-28,1.086
2014-03-03,1.106
2014-03-04,1.107
2014-03-05,1.101
2014-03-06,1.105
2014-03-07,1.099
2014-03-10,1.062
2014-03-11,1.063
2014-03-12,1.066
2014-03-13,1.078
2014-03-14,1.077
2014-03-17,1.099
2014-03-18,1.102
2014-03-19,1.1
2014-03-20,1.074
2014-03-21,1.098
2014-03-24,1.106
2014-03-25,1.108
2014-03-26,1.111
2014-03-27,1.098
2014-03-28,1.078
2014-03-31,1.075
2014-04-01,1.092
2014-04-02,1.094
2014-04-03,1.091
2014-04-04,1.104
2014-04-08,1.118
2014-04-09,1.128
2014-04-10,1.132
2014-04-11,1.127
2014-04-14,1.135
2014-04-15,1.125
2014-04-16,1.122
2014-04-17,1.121
2014-04-18,1.125
2014-04-21,1.11
2014-04-22,1.106
2014-04-23,1.102
2014-04-24,1.091
2014-04-25,1.068
2014-04-28,1.038
2014-04-29,1.053
2014-04-30,1.059
2014-05-05,1.069
2014-05-06,1.072
2014-05-07,1.053
2014-05-08,1.052
2014-05-09,1.042
2014-05-12,1.068
2014-05-13,1.066
2014-05-14,1.068
2014-05-15,1.048
2014-05-16,1.044
2014-05-19,1.038
2014-05-20,1.041
2014-05-21,1.051
2014-05-22,1.05
2014-05-23,1.06
2014-05-26,1.069
2014-05-27,1.07
2014-05-28,1.082
2014-05-29,1.07
2014-05-30,1.072
2014-06-03,1.072
2014-06-04,1.062
2014-06-05,1.073
2014-06-06,1.069
2014-06-09,1.062
2014-06-10,1.074
2014-06-11,1.08
2014-06-12,1.08
2014-06-13,1.091
2014-06-16,1.097
2014-06-17,1.087
2014-06-18,1.082
2014-06-19,1.057
2014-06-20,1.066
2014-06-23,1.075
2014-06-24,1.083
2014-06-25,1.077
2014-06-26,1.09
2014-06-27,1.095
2014-06-30,1.106
2014-07-01,1.111
2014-07-02,1.12
2014-07-03,1.132
2014-07-04,1.13
2014-07-07,1.134
2014-07-08,1.14
2014-07-09,1.124
2014-07-10,1.126
2014-07-11,1.137
2014-07-14,1.154
2014-07-15,1.153
2014-07-16,1.146
2014-07-17,1.139
2014-07-18,1.143
2014-07-21,1.138
2014-07-22,1.151
2014-07-23,1.143
2014-07-24,1.147
2014-07-25,1.156
2014-07-28,1.177
2014-07-29,1.187
2014-07-30,1.188
2014-07-31,1.198
2014-08-01,1.184
2014-08-04,1.205
2014-08-05,1.212
2014-08-06,1.222
2014-08-07,1.212
2014-08-08,1.217
2014-08-11,1.235
2014-08-12,1.238
2014-08-13,1.238
2014-08-14,1.232
2014-08-15,1.245
2014-08-18,1.263
2014-08-19,1.264
2014-08-20,1.266
2014-08-21,1.263
2014-08-22,1.269
2014-08-25,1.263
2014-08-26,1.244
2014-08-27,1.246
2014-08-28,1.234
2014-08-29,1.248
2014-09-01,1.265
2014-09-02,1.281
2014-09-03,1.292
2014-09-04,1.3
2014-09-05,1.305
2014-09-09,1.312
2014-09-10,1.314
2014-09-11,1.313
2014-09-12,1.325
2014-09-15,1.337
2014-09-16,1.298
2014-09-17,1.307
2014-09-18,1.314
2014-09-19,1.324
2014-09-22,1.308
2014-09-23,1.323
2014-09-24,1.337
2014-09-25,1.336
2014-09-26,1.34
2014-09-29,1.351
2014-09-30,1.361
2014-10-08,1.38
2014-10-09,1.381
2014-10-10,1.375
2014-10-13,1.374
2014-10-14,1.371
2014-10-15,1.377
2014-10-16,1.354
2014-10-17,1.345
2014-10-20,1.363
2014-10-21,1.351
2014-10-22,1.335
2014-10-23,1.315
2014-10-24,1.321
2014-10-27,1.33
2014-10-28,1.361
2014-10-29,1.378
2014-10-30,1.381
2014-10-31,1.381
2014-11-03,1.394
2014-11-04,1.387
2014-11-05,1.383
2014-11-06,1.393
2014-11-07,1.381
2014-11-10,1.399
2014-11-11,1.365
2014-11-12,1.383
2014-11-13,1.368
2014-11-14,1.364
2014-11-17,1.377
2014-11-18,1.378
2014-11-19,1.381
2014-11-20,1.375
2014-11-21,1.389
2014-11-24,1.411
2014-11-25,1.428
2014-11-26,1.433
2014-11-27,1.442
2014-11-28,1.445
2014-12-01,1.437
2014-12-02,1.452
2014-12-03,1.467
2014-12-04,1.495
2014-12-05,1.457
2014-12-08,1.473
2014-12-09,1.425
2014-12-10,1.475
2014-12-11,1.491
2014-12-12,1.501
2014-12-15,1.523
2014-12-16,1.524
2014-12-17,1.511
2014-12-18,1.513
2014-12-19,1.506
2014-12-22,1.456
2014-12-23,1.436
2014-12-24,1.455
2014-12-25,1.482
2014-12-26,1.493
2014-12-29,1.485
2014-12-30,1.467
2014-12-31,1.48
2015-01-05,1.508
2015-01-06,1.528
2015-01-07,1.53
2015-01-08,1.523
2015-01-09,1.52
2015-01-12,1.507
2015-01-13,1.527
2015-01-14,1.525
2015-01-15,1.542
2015-01-16,1.56
2015-01-19,1.502
2015-01-20,1.557
2015-01-21,1.594
2015-01-22,1.615
2015-01-23,1.597
2015-01-26,1.629
2015-01-27,1.634
2015-01-28,1.621
2015-01-29,1.608
2015-01-30,1.592
2015-02-02,1.588
2015-02-03,1.612
2015-02-04,1.606
2015-02-05,1.597
2015-02-06,1.566
2015-02-09,1.559
2015-02-10,1.579
2015-02-11,1.592
2015-02-12,1.605
2015-02-13,1.63
2015-02-16,1.656
2015-02-17,1.667
2015-02-25,1.664
2015-02-26,1.682
2015-02-27,1.697
2015-03-02,1.731
2015-03-03,1.722
2015-03-04,1.744
2015-03-05,1.744
2015-03-06,1.727
2015-03-09,1.747
2015-03-10,1.764
2015-03-11,1.76
2015-03-12,1.76
2015-03-13,1.781
2015-03-16,1.831
2015-03-17,1.857
2015-03-18,1.888
2015-03-19,1.899
2015-03-20,1.922
2015-03-23,1.968
2015-03-24,1.973
2015-03-25,1.995
2015-03-26,1.984
2015-03-27,2.009
2015-03-30,2.037
2015-03-31,2.039
2015-04-01,2.089
2015-04-02,2.126
2015-04-03,2.157
2015-04-07,2.203
2015-04-08,2.19
2015-04-09,2.169
2015-04-10,2.221
2015-04-13,2.261
